donor_id,Last_Transaction,Frequency,Monetary,Recency,donor_segment,tangga_donatur_keterangan,dominant_program,affinity_score
U34097,10-12-20 16:50,1,11000,1482,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
U34099,18-10-21 16:28,4,200000,1170,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34100,15-07-22 9:14,4,600000,900,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,75
U34101,06-11-20 14:31,1,15000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34102,06-11-20 14:53,1,10000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34103,06-11-20 15:21,1,50000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34104,06-11-20 16:29,1,100000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34105,06-11-20 16:56,1,50000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34107,06-11-20 17:34,1,10000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34108,06-11-20 17:42,1,20000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34109,06-11-20 18:24,1,25000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34110,06-11-20 19:05,1,100000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34111,06-11-20 19:19,1,10000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34113,09-11-23 20:42,11,185000,418,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,54.54545454545454
U34114,06-11-20 20:17,1,200000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34115,06-11-20 20:34,1,50000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34117,06-11-20 20:39,1,10000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34118,06-11-20 20:41,1,50000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34119,06-11-20 20:50,1,100000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34120,06-11-20 20:57,1,15000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34121,06-11-20 21:17,1,50000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34122,06-11-20 22:17,1,20000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34123,06-11-20 22:17,1,10000,1516,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34124,10-07-24 22:59,2,150000,173,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34125,06-11-20 22:51,1,20000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34126,06-11-20 23:35,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34127,12-08-22 15:04,2,700000,872,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34128,07-11-20 5:22,1,25000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34129,20-08-21 7:11,5,70000,1229,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34130,07-11-20 6:43,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34131,07-11-20 6:51,1,50000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34132,07-11-20 7:03,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34133,07-11-20 7:25,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34134,07-11-20 7:42,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34136,21-11-20 12:56,3,350000,1501,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Kemanusiaan & Kesehatan,66.66666666666666
U34138,28-07-24 5:14,1,200000,156,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34139,07-11-20 13:31,1,500000,1515,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,100
U34140,07-11-20 14:36,1,10471,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34141,07-11-20 16:58,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34142,07-11-20 16:59,1,2000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34143,07-11-20 17:17,1,10000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34144,07-11-20 18:17,1,100000,1515,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34145,07-11-20 23:24,1,10000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34146,08-11-20 0:22,1,20000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34147,08-11-20 4:40,1,50000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34148,07-10-23 5:36,18,600000,451,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34149,07-12-21 17:04,12,2315000,1120,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34150,08-11-20 5:54,1,20018,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34152,08-11-20 6:51,1,10000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34153,08-11-20 8:34,1,25000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34154,08-11-20 10:12,1,25000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34155,08-11-20 10:36,1,50000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34156,08-11-20 13:16,1,100000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Ramadhan & Fitrah,100
U34158,09-11-20 16:56,2,300000,1513,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34159,08-11-20 16:52,1,100963,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34160,08-11-20 17:26,1,100000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34161,21-07-23 20:01,2,11000,529,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Kemanusiaan & Kesehatan,50
U34162,08-11-20 17:47,1,100000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34163,08-11-20 18:02,1,10000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34164,08-11-20 19:13,1,100000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34166,08-11-20 19:38,1,10721,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34167,22-04-21 6:58,2,30000,1349,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Kemanusiaan & Kesehatan,50
U34168,08-11-20 20:11,1,10000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34169,08-11-20 21:30,1,50000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34170,08-11-20 21:30,1,100000,1514,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34171,08-11-20 22:20,1,500000,1514,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34172,08-11-20 22:28,1,20000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34173,08-11-20 22:53,1,15000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34174,09-11-20 16:56,1,20000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34175,09-11-20 16:56,1,50000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34176,09-11-20 16:56,1,100000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34181,09-11-20 8:35,1,50000,1513,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34183,16-04-23 22:08,7,725775,625,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,71.42857142857143
U34184,28-11-20 4:10,2,2000000,1494,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34185,17-11-20 16:56,1,100000,1505,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34186,18-11-20 5:10,1,25000,1504,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34188,22-12-20 4:57,2,400000,1470,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34190,18-11-20 11:45,1,50000,1504,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34191,22-10-21 9:53,2,40000,1166,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34192,19-11-20 4:38,1,20000,1503,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34193,09-09-22 10:52,4,1400000,844,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34194,17-05-24 5:40,26,1905000,228,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,88.46153846153845
U34195,19-11-20 20:15,2,100000,1503,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34196,22-04-21 22:24,1,5000,1348,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34197,20-11-20 5:05,1,100000,1502,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34198,20-11-20 5:04,1,1000000,1502,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,100
U34199,20-11-20 7:55,1,100000,1502,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34201,20-11-20 11:08,1,1000000,1502,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34202,20-11-20 14:23,1,500000,1502,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34203,19-11-21 16:48,2,100000,1138,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
U34205,20-11-20 22:01,1,20000,1502,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34206,20-11-20 22:02,1,50000,1502,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34208,21-11-20 1:13,1,10000,1501,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34210,21-11-20 6:21,1,200000,1501,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34211,21-11-20 10:08,1,50000,1501,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34212,21-11-20 15:51,1,50000,1501,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34213,22-11-20 0:37,1,50000,1500,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34215,22-11-20 1:46,1,100000,1500,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34216,22-11-20 4:48,1,10000,1500,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34218,22-11-20 14:52,1,50000,1500,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34220,27-11-20 9:24,1,300709,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34221,23-11-20 15:57,1,50000,1499,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34223,23-11-20 17:56,1,50000,1499,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34225,10-05-24 11:35,9,1500000,235,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,66.66666666666666
U34227,24-11-20 21:40,1,50000,1498,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34229,24-09-21 11:15,9,1250000,1194,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,44.44444444444444
U34230,24-03-22 10:21,2,1300000,1013,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34231,27-11-20 6:02,2,30000,1495,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34232,25-11-20 10:45,1,100060,1497,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Donasi Umum/Lainnya,100
U34233,25-11-20 10:52,1,100000,1497,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34234,06-07-24 23:35,17,1620000,177,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,41.17647058823529
U34235,17-05-24 10:00,2,300000,228,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
U34236,24-09-21 10:17,8,685500,1194,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,100
U34237,03-03-21 13:27,7,2800000,1399,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,85.71428571428571
U34238,25-11-20 13:03,1,500000,1497,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34241,29-04-22 9:03,3,390000,977,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,33.33333333333333
U34242,26-04-21 20:02,5,800000,1345,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34243,25-11-20 17:59,1,350000,1497,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34245,25-11-20 18:50,1,100000,1497,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34246,25-11-20 19:38,1,125000,1497,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
U34247,24-12-20 12:35,2,81789,1468,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34249,09-02-24 11:21,3,1700000,326,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,66.66666666666666
U34251,27-11-20 4:55,1,10000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34252,16-04-21 12:00,12,275000,1355,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
U34253,27-11-20 7:55,1,25000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34254,27-11-20 8:31,1,200000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34255,27-11-20 8:31,1,100000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
U34256,27-11-20 8:43,1,100000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Kemanusiaan & Kesehatan,100
U34257,27-09-21 14:07,3,300000,1191,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,33.33333333333333
U34259,02-10-24 14:11,49,3950000,90,Unclassified / General Donor,Donatur dengan profil umum di luar matriks utama.,Sedekah/Infaq,48.97959183673469
U34261,27-11-20 11:03,1,50000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34264,27-11-20 17:47,1,200000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
U34265,27-11-20 14:47,1,200000,1495,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
